Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,13530.400391,13588.500000,13139.500000,13552.000000,13552.000000,463616230000
2011-02-01,13617.700195,14160.700195,13552.299805,14136.500000,14136.500000,440393210000
2011-03-01,14167.000000,14329.500000,13237.900391,14116.099609,14116.099609,529224450000
2011-04-01,14118.200195,14315.400391,13584.599609,13944.799805,13944.799805,402433470000
2011-05-01,13944.799805,14089.099609,13264.799805,13802.900391,13802.900391,387160390000
2011-06-01,13806.099609,13823.400391,12763.500000,13300.900391,13300.900391,448758260000
2011-07-01,13315.400391,13516.200195,12858.400391,12945.599609,12945.599609,352891300000
2011-08-01,13010.599609,13010.599609,11617.799805,12768.700195,12768.700195,556012330000
2011-09-01,12770.700195,12798.500000,11293.599609,11623.799805,11623.799805,511846030000
2011-10-01,11516.900391,12541.799805,10848.200195,12252.099609,12252.099609,483190740000
2011-11-01,11963.200195,12542.599609,11420.799805,12204.099609,12204.099609,434738130000
2011-12-01,12174.099609,12268.900391,11468.700195,11955.099609,11955.099609,419593130000
2012-01-01,12097.200195,12616.000000,11955.900391,12452.200195,12452.200195,412969660000
2012-02-01,12510.700195,12788.599609,12291.799805,12644.000000,12644.000000,411762530000
2012-03-01,12643.000000,12731.500000,12194.500000,12392.200195,12392.200195,493826850000
2012-04-01,12381.500000,12526.599609,11869.000000,12292.700195,12292.700195,363698210000
2012-05-01,12325.700195,12364.599609,11256.700195,11513.200195,11513.200195,411674750000
2012-06-01,11413.099609,11824.599609,11209.599609,11596.599609,11596.599609,410025380000
2012-07-01,11727.500000,11936.200195,11366.700195,11664.700195,11664.700195,324819880000
2012-08-01,11693.099609,12196.799805,11475.400391,11949.299805,11949.299805,303586590000
